stop_date,stop_time,county_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop
2015-01-03,09:16,,M,1975.0,40.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,09:40,,M,1964.0,51.0,White,Seatbelt Violation,Seat belt,True,Protective Frisk,Citation,False,0-15 Min,False
2015-01-03,10:43,,M,1980.0,35.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-03,10:49,,M,1994.0,21.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,11:21,,F,1968.0,47.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,16-30 Min,False
2015-01-03,12:01,,M,1984.0,31.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-03,12:04,,M,1961.0,54.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-03,12:35,,M,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,12:54,,M,1989.0,26.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,12:56,,M,1984.0,31.0,Hispanic,Other Traffic Violation,Moving violation,True,Protective Frisk,Citation,False,0-15 Min,False
2015-01-03,13:45,,M,1995.0,20.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-03,14:27,,M,1991.0,24.0,Asian,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,14:29,,M,1980.0,35.0,Hispanic,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-01-03,14:47,,M,1990.0,25.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-03,14:57,,M,1986.0,29.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,15:05,,F,1992.0,23.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-03,15:06,,F,1961.0,54.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-03,15:12,,M,1957.0,58.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,16-30 Min,False
2015-01-03,15:14,,M,1986.0,29.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-01-03,15:20,,F,1986.0,29.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-03,19:40,,M,1995.0,20.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-03,23:15,,M,1986.0,29.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-03,23:44,,M,1985.0,30.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,00:31,,M,1986.0,29.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,01:01,,M,1983.0,32.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,07:45,,F,1980.0,35.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,09:18,,F,1993.0,22.0,White,Violation of City/Town Ordinance,Other,False,,Warning,False,0-15 Min,False
2015-01-04,09:27,,F,1993.0,22.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-04,09:42,,F,1982.0,33.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,09:58,,M,1972.0,43.0,Asian,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,10:17,,M,1973.0,42.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,10:40,,M,1991.0,24.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-04,10:51,,F,1960.0,55.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,11:10,,M,1994.0,21.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,11:35,,M,1986.0,29.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,11:43,,M,1952.0,63.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,12:10,,F,1984.0,31.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,13:41,,M,1971.0,44.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,13:46,,M,1961.0,54.0,Black,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-04,13:57,,,,,,,,False,,,,,False
2015-01-04,14:39,,M,1993.0,22.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-04,14:46,,F,1957.0,58.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-01-04,16:11,,M,1980.0,35.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,16:15,,M,1983.0,32.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,17:18,,F,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,19:00,,F,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,19:31,,M,1996.0,19.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-04,22:56,,F,1984.0,31.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-04,23:42,,M,1991.0,24.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-05,00:27,,F,1974.0,41.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-05,00:28,,M,1983.0,32.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-05,01:57,,M,1991.0,24.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,02:15,,M,1936.0,79.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,02:18,,M,1988.0,27.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-05,02:51,,M,1989.0,26.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-05,06:27,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,06:50,,M,1991.0,24.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,07:11,,F,1989.0,26.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-05,08:57,,M,1994.0,21.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-05,09:12,,M,1972.0,43.0,White,Equipment/Inspection Violation,Equipment,True,Probable Cause,Citation,False,30+ Min,False
2015-01-05,09:22,,F,1946.0,69.0,Black,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-05,09:32,,M,1981.0,34.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-01-05,09:44,,F,1989.0,26.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,09:57,,F,1959.0,56.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,11:33,,F,1945.0,70.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,11:35,,F,1988.0,27.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,11:55,,M,1984.0,31.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-05,12:13,,M,1980.0,35.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-05,13:07,,F,1977.0,38.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,13:31,,M,1982.0,33.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-05,13:56,,M,1991.0,24.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,14:10,,M,1958.0,57.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-05,14:12,,F,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,14:32,,M,1994.0,21.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,14:58,,F,1965.0,50.0,White,Seatbelt Violation,Seat belt,False,,Warning,False,0-15 Min,False
2015-01-05,15:06,,M,1988.0,27.0,Asian,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-05,15:48,,F,1972.0,43.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-05,16:04,,M,1982.0,33.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-05,20:01,,M,1996.0,19.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-06,00:57,,F,1988.0,27.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-06,01:00,,M,1984.0,31.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-06,02:05,,F,1990.0,25.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-06,07:01,,M,1977.0,38.0,Black,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-01-06,09:13,,F,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-06,09:29,,F,1984.0,31.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-06,12:38,,M,1946.0,69.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-06,14:26,,M,1992.0,23.0,Black,Speeding,Speeding,True,"Incident to Arrest,Inventory,Probable Cause",Citation,False,30+ Min,False
2015-01-06,17:48,,M,1952.0,63.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-06,19:21,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-06,21:10,,F,1976.0,39.0,Hispanic,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-01-06,23:19,,M,1976.0,39.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,00:35,,F,1967.0,48.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-07,00:36,,M,1980.0,35.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-07,07:06,,M,1973.0,42.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-07,07:19,,M,1989.0,26.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,07:26,,M,1975.0,40.0,Asian,Seatbelt Violation,Seat belt,False,,Warning,False,0-15 Min,False
2015-01-07,07:40,,,,,,,,False,,,,,False
2015-01-07,08:19,,,,,,,,False,,,,,False
2015-01-07,08:19,,,,,,,,False,,,,,False
2015-01-07,08:44,,M,1963.0,52.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,08:51,,M,1963.0,52.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-07,09:30,,M,1966.0,49.0,White,Registration Violation,Registration/plates,False,,Arrest Driver,True,0-15 Min,False
2015-01-07,09:59,,M,1985.0,30.0,Black,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-07,10:03,,F,1989.0,26.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,10:12,,M,1983.0,32.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-07,10:18,,M,1986.0,29.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,10:30,,F,1979.0,36.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,10:51,,M,1977.0,38.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-07,11:21,,F,1991.0,24.0,White,Call for Service,Other,False,,Citation,False,16-30 Min,False
2015-01-07,11:31,,M,1968.0,47.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,13:53,,M,1995.0,20.0,Hispanic,Other Traffic Violation,Moving violation,False,,Arrest Driver,True,0-15 Min,False
2015-01-07,14:00,,F,1987.0,28.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,14:18,,M,1987.0,28.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,15:11,,M,1981.0,34.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-07,18:12,,M,1977.0,38.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-07,22:14,,M,1972.0,43.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-01-07,23:05,,F,1995.0,20.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,00:11,,F,1995.0,20.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,01:29,,,,,,,,False,,,,,False
2015-01-08,02:32,,M,1984.0,31.0,Black,Equipment/Inspection Violation,Equipment,True,"Incident to Arrest,Reasonable Suspicion",Arrest Driver,True,0-15 Min,True
2015-01-08,04:05,,,,,,,,False,,,,,False
2015-01-08,09:17,,M,1983.0,32.0,Black,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-01-08,09:21,,F,1987.0,28.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-08,09:24,,M,1986.0,29.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-08,10:40,,M,1991.0,24.0,Black,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-01-08,10:51,,M,1988.0,27.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,10:51,,,,,,,,False,,,,,False
2015-01-08,10:55,,M,1961.0,54.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-08,11:29,,M,1987.0,28.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-08,11:33,,M,1987.0,28.0,Hispanic,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-01-08,12:10,,F,1985.0,30.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,12:50,,M,1977.0,38.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-08,12:51,,M,1976.0,39.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-08,13:19,,M,1973.0,42.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,13:41,,M,1994.0,21.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-08,14:22,,M,1979.0,36.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,14:33,,M,1978.0,37.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-08,14:44,,M,1966.0,49.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,16-30 Min,False
2015-01-08,15:32,,M,1983.0,32.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,16-30 Min,False
2015-01-08,17:11,,F,1988.0,27.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-08,17:46,,F,1981.0,34.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-08,18:01,,M,1961.0,54.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,20:29,,F,1988.0,27.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-08,20:36,,M,1995.0,20.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-08,23:17,,M,1982.0,33.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-08,23:17,,M,1987.0,28.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-08,23:45,,M,1959.0,56.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-09,00:06,,F,1966.0,49.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,00:40,,M,1992.0,23.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-09,00:46,,F,1964.0,51.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-09,01:00,,M,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,01:21,,M,1987.0,28.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,01:22,,M,1990.0,25.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,01:29,,,,,,,,False,,,,,False
2015-01-09,02:10,,M,1989.0,26.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-09,02:40,,M,1981.0,34.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-09,06:44,,M,1991.0,24.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,07:20,,M,1988.0,27.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-09,07:23,,M,1988.0,27.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-09,07:26,,M,1982.0,33.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-09,09:02,,M,1981.0,34.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,10:09,,M,1986.0,29.0,White,Call for Service,Other,False,,No Action,False,16-30 Min,False
2015-01-09,13:25,,F,1964.0,51.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-09,13:29,,M,1979.0,36.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-01-09,13:32,,M,1975.0,40.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,13:59,,M,1987.0,28.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-09,14:16,,M,1962.0,53.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,14:30,,M,1995.0,20.0,Black,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-01-09,15:29,,M,1993.0,22.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,16:23,,M,1990.0,25.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,16:47,,M,1983.0,32.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,16:54,,M,1942.0,73.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,19:35,,F,1964.0,51.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-09,19:43,,F,1957.0,58.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,20:51,,M,1979.0,36.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-09,21:03,,M,1989.0,26.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-01-09,22:36,,M,1979.0,36.0,Asian,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-09,22:52,,M,1989.0,26.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-10,01:22,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,01:41,,F,1985.0,30.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-10,04:57,,M,1973.0,42.0,Hispanic,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-01-10,06:46,,F,1979.0,36.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-10,07:51,,,,,,,,False,,,,,False
2015-01-10,08:59,,M,1982.0,33.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,09:11,,M,1958.0,57.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,10:21,,F,1997.0,18.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,10:21,,M,1983.0,32.0,Black,Seatbelt Violation,Seat belt,False,,Arrest Driver,True,0-15 Min,False
2015-01-10,10:24,,M,1991.0,24.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-10,10:50,,M,1980.0,35.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-01-10,11:08,,M,1996.0,19.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-10,11:16,,F,1984.0,31.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,11:38,,M,1995.0,20.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,11:38,,F,1990.0,25.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-01-10,11:41,,M,1994.0,21.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,11:52,,F,1994.0,21.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-01-10,12:10,,F,1992.0,23.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-01-10,12:36,,M,1994.0,21.0,White,Seatbelt Violation,Seat belt,False,,Warning,False,0-15 Min,False
2015-01-10,13:31,,M,1971.0,44.0,White,Other Traffic Violation,Moving violation,True,Inventory,No Action,False,16-30 Min,False
2015-01-10,13:39,,F,1989.0,26.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
